"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","q1","q2","q3","q4","q7","q8","q6","q5","q9","q3_0","q26","q11","q27","q28","q28_0","q49_1","q49_2","q49_3","q41","q15","q16","q17","q17_text","q39","q31","q32","q33","q38","q36_1","q42","q37","q8_0","q9_0","q10","q11_0","q11_text","q12","q12_text","q13","q18","q19","do_br_fl_2","do_bl_50f_50m","do_bl_governmentarchitecture","time","filter__","rep","chief","second","third","direct","mmff","mfmf","mffm","fmmf","fmfm","ffmm","easy","mid","hard","plastics","light","heavy","gender","race","age","income"
"1034","R_9tNVUtaaRPAlwtD","Default Response Set","Anonymous","","","","0",41665.70703125,41665.7109375,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,100,51,1,"united states","new jersey","a suburban near a large city","",1,NA,NA,NA,1,51,1,"less than $1000",1,"45-54","female","white","","some college, no degree","","$50,000 to under $75,000","moderate","","50F/50M","Q5|Q26","Q39|Q38|Q36|Q42|Q37",170,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,100,51,1,1,0,"female","white","45-54","$50,000 to under $75,000"
"1035","R_0VzjH3rmntzWqSF","Default Response Set","Anonymous","","","","0",41665.71484375,41665.734375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,79,79,80,1,"bangladesh",NA,"a suburban near a large city","",1,1,NA,NA,NA,50,1,"$1,000 to $4,000",1,"20-24","male","other","","some college, no degree","","i' rather not say","liberal","This is very nice survey","50F/50M","Q8|Q26","Q39|Q31|Q36|Q42|Q37",1699,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,79,79,80,0,0,0,"male","other","20-24","i' rather not say"
"1046","R_3PElyeq6DSJmqnb","Default Response Set","Anonymous","","","","0",41665.953125,41665.96484375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,71,72,40,1,"puerto rico","puerto rico","a small city or town","",1,NA,1,NA,NA,10,1,"less than $1000",1,"25-34","female","hispanic or latino (of any race)","","bachelors degree","","$10,000 to under $25,000","very liberal","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",1067,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,71,72,40,0,0,0,"female","hispanic or latino (of any race)","25-34","$10,000 to under $25,000"
"1047","R_0k30kFFg769xOQZ","Default Response Set","Anonymous","","","","0",41666.0078125,41666.01171875,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,72,59,78,1,"united states","massachusetts","a large city","",1,NA,1,NA,NA,72,1,"$20,000 to $24,999",1,"25-34","female","white","","bachelors degree","","$75,000 to under $100,000","moderate","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",340,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,72,59,78,0,0,0,"female","white","25-34","$75,000 to under $100,000"
"1052","R_eXUtgJd7no9rGiF","Default Response Set","Anonymous","","","","0",41666.046875,41666.05078125,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,85,70,68,1,"united states","massachusetts","a large city","",1,NA,1,NA,NA,80,1,"$20,000 to $24,999",1,"25-34","male","white","","bachelors degree","","$75,000 to under $100,000","liberal","","50F/50M","Q6|Q26","Q39|Q32|Q36|Q42|Q37",397,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,85,70,68,0,0,0,"male","white","25-34","$75,000 to under $100,000"
"1054","R_40YOfionghC7OV7","Default Response Set","Anonymous","","","","0",41666.109375,41666.12109375,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,90,2,2,1,"united states","wisconsin","a rural area","",1,NA,NA,1,NA,2,1,"less than $1000",1,"45-54","female","white","","bachelors degree","","$100,000 to under $150,000","very conservative","","50F/50M","Q9|Q26","Q39|Q33|Q36|Q42|Q37",1092,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,90,2,2,0,0,0,"female","white","45-54","$100,000 to under $150,000"
"1061","R_5d0ZQPw1XGdeLt3","Default Response Set","Anonymous","","","","0",41666.57421875,41666.5859375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,100,90,1,"ghana",NA,"a suburban near a large city","",1,NA,NA,1,NA,49,1,"less than $1000",1,"35-44","female","other","Ghanaian","bachelors degree","","less than $10,000","liberal","would want the recycling","50F/50M","Q8|Q26","Q39|Q33|Q36|Q42|Q37",800,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,100,90,1,1,0,"female","other","35-44","less than $10,000"
"1064","R_1CcvrI1mA9E6gMl","Default Response Set","Anonymous","","","","0",41666.640625,41666.6640625,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,100,50,100,1,"philippines",NA,"a rural area","",1,NA,1,NA,NA,50,1,"less than $1000",1,"25-34","female","asian or pacific islander","","bachelors degree","","less than $10,000","moderate","","50F/50M","Q7|Q26","Q39|Q32|Q36|Q42|Q37",1836,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,100,50,100,1,0,1,"female","asian or pacific islander","25-34","less than $10,000"
"1065","R_aY43rfpSVlpBEHj","Default Response Set","Anonymous","","","","0",41666.65625,41666.6640625,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"india","wyoming","a large city","",1,NA,NA,1,NA,51,1,"less than $1000",1,"45-54","female","asian or pacific islander","","graduate or professional degree","","i' rather not say","moderate","","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",381,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,100,100,100,1,1,1,"female","asian or pacific islander","45-54","i' rather not say"
"1069","R_3eBn8nMeCCsXVn7","Default Response Set","Anonymous","","","","0",41666.78125,41666.78515625,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,90,91,52,1,"united states","new york","a large city","",1,NA,NA,NA,1,57,1,"$20,000 to $24,999",1,"35-44","male","white","","graduate or professional degree","","$150,000 or more","moderate","","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",144,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,90,91,52,0,0,0,"male","white","35-44","$150,000 or more"
"1072","R_1Tv5jNnM4LTt1mB","Default Response Set","Anonymous","","","","0",41666.8984375,41666.91015625,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,49,12,12,1,"united states","florida","a suburban near a large city","",1,NA,1,NA,NA,34,1,"less than $1000",1,"25-34","female","white","","some college, no degree","","i' rather not say","liberal","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",1033,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,49,12,12,0,0,0,"female","white","25-34","i' rather not say"
"1073","R_42RUTen0JizCU9n","Default Response Set","Anonymous","","","","0",41667.02734375,41667.03515625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,100,100,99,1,"united states","louisiana","a suburban near a large city","",1,NA,1,NA,NA,33,1,"less than $1000",1,"45-54","female","white","","high school graduate (includes equivalency)","","$25,000 to under $50,000","liberal","","50F/50M","Q3|Q26","Q39|Q32|Q36|Q42|Q37",524,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,100,100,99,1,1,0,"female","white","45-54","$25,000 to under $50,000"
"1076","R_3UDySPThgdeRU0J","Default Response Set","Anonymous","","","","0",41667.3203125,41667.328125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,38,51,60,1,"india","indiana","a large city","",1,NA,NA,1,NA,64,1,"$15,000 to $19,999",1,"25-34","male","black or african american","","associate degree","","$75,000 to under $100,000","liberal","","50F/50M","Q9|Q26","Q39|Q33|Q36|Q42|Q37",554,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,38,51,60,0,0,0,"male","black or african american","25-34","$75,000 to under $100,000"
"1080","R_d0XTBwqqqvjiJhj","Default Response Set","Anonymous","","","","0",41667.59375,41667.59375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","florida","a suburban near a large city","",1,NA,1,NA,NA,71,1,"less than $1000",1,"35-44","female","white","","high school graduate (includes equivalency)","","$75,000 to under $100,000","moderate","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",51,0,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,100,100,1,1,1,"female","white","35-44","$75,000 to under $100,000"
"1082","R_eLQpT80nF3razIN","Default Response Set","Anonymous","","","","0",41667.671875,41667.6796875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,69,82,49,1,"nigeria",NA,NA,"",1,NA,1,NA,NA,55,1,"less than $1000",1,"25-34","male","black or african american","","some college, no degree","","i' rather not say","liberal","","50F/50M","Q6|Q26","Q39|Q32|Q36|Q42|Q37",626,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,69,82,49,0,0,0,"male","black or african american","25-34","i' rather not say"
"1085","R_4I6YPTFCN0vbEI5","Default Response Set","Anonymous","","","","0",41667.81640625,41667.8203125,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,80,70,69,1,"united states","oregon","a small city or town","",1,NA,1,NA,NA,29,1,"less than $1000",1,"65-74","female","white","","associate degree","","$10,000 to under $25,000","liberal","","50F/50M","Q3|Q26","Q39|Q32|Q36|Q42|Q37",394,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,80,70,69,0,0,0,"female","white","65-74","$10,000 to under $25,000"
"1090","R_3dTRugQzAqnGRNj","Default Response Set","Anonymous","","","","0",41668.46875,41668.47265625,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"india",NA,"a large city","",1,NA,NA,1,NA,52,1,"$1,000 to $4,000",1,"65-74","male","asian or pacific islander","","graduate or professional degree","","$50,000 to under $75,000","very liberal","","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",409,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,100,100,100,1,1,1,"male","asian or pacific islander","65-74","$50,000 to under $75,000"
"1097","R_3rDmFwXaYcC4Yeh","Default Response Set","Anonymous","","","","0",41669.73828125,41669.7421875,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","nebraska","a large city","",1,NA,1,NA,NA,40,1,"$1,000 to $4,000",1,"45-54","female","white","","bachelors degree","","$50,000 to under $75,000","moderate","","50F/50M","Q5|Q26","Q39|Q32|Q36|Q42|Q37",127,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,100,100,1,1,1,"female","white","45-54","$50,000 to under $75,000"
"1100","R_3WBEXY6lncHvQsl","Default Response Set","Anonymous","","","","0",41669.89453125,41669.89453125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,100,100,1,"philippines",NA,"a suburban near a large city","",1,NA,NA,NA,1,85,1,"less than $1000",1,"25-34","male","asian or pacific islander","","bachelors degree","","less than $10,000","liberal","","50F/50M","Q9|Q26","Q39|Q38|Q36|Q42|Q37",215,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,100,100,1,1,1,"male","asian or pacific islander","25-34","less than $10,000"
"1103","R_cC3xUWubtVLneNT","Default Response Set","Anonymous","","","","0",41670.3828125,41670.38671875,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,0,0,1,"united states","new jersey","a small city or town","",1,1,NA,NA,NA,71,1,"$1,000 to $4,000",1,"45-54","male","white","","high school graduate (includes equivalency)","","$25,000 to under $50,000","very conservative","","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",215,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,0,0,1,0,0,"male","white","45-54","$25,000 to under $50,000"
"1104","R_6KIVcF5rAb4kGIl","Default Response Set","Anonymous","","","","0",41670.65625,41670.66015625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,100,100,100,1,"united states","pennsylvania","a large city","",1,NA,NA,NA,1,75,1,"less than $1000",1,"25-34","female","white","","graduate or professional degree","","$25,000 to under $50,000","very liberal","I would be willing to pa","50F/50M","Q3|Q26","Q39|Q38|Q36|Q42|Q37",194,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,100,100,100,1,1,1,"female","white","25-34","$25,000 to under $50,000"
"1106","R_3syPtakQTKaxGbX","Default Response Set","Anonymous","","","","0",41670.8515625,41670.859375,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,94,70,9,1,"united states","florida","a suburban near a large city","",1,1,NA,NA,NA,59,1,"$1,000 to $4,000",1,"45-54","female","white","","associate degree","","$25,000 to under $50,000","moderate","","50F/50M","Q7|Q26","Q39|Q31|Q36|Q42|Q37",537,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,94,70,9,0,0,0,"female","white","45-54","$25,000 to under $50,000"
"1109","R_8pRVb0HoL1S9UiN","Default Response Set","Anonymous","","","","0",41671.32421875,41671.328125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,70,89,68,1,"india",NA,"a small city or town","",1,NA,NA,NA,1,72,1,"$1,000 to $4,000",1,"35-44","male","asian or pacific islander","","graduate or professional degree","","$10,000 to under $25,000","moderate","","50F/50M","Q9|Q26","Q39|Q38|Q36|Q42|Q37",410,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,70,89,68,0,0,0,"male","asian or pacific islander","35-44","$10,000 to under $25,000"
"1113","R_1XKYCSVZIGIXV0p","Default Response Set","Anonymous","","","","0",41671.97265625,41671.9765625,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,99,100,99,1,"united states","tennessee","a rural area","",1,NA,NA,1,NA,60,1,"$15,000 to $19,999",1,"35-44","female","white","","high school graduate (includes equivalency)","","$10,000 to under $25,000","moderate","","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",515,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,99,100,99,0,1,0,"female","white","35-44","$10,000 to under $25,000"
"1114","R_1ENI8VeWfWNUWa1","Default Response Set","Anonymous","","","","0",41672.11328125,41672.1171875,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,100,100,90,1,"united states","wisconsin","a small city or town","",1,NA,1,NA,NA,40,1,"$1,000 to $4,000",1,"25-34","female","white","","bachelors degree","","$50,000 to under $75,000","very conservative","","50F/50M","Q3|Q26","Q39|Q32|Q36|Q42|Q37",299,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,100,100,90,1,1,0,"female","white","25-34","$50,000 to under $75,000"
